bathrooms,sqft_living,sqft_lot,grade,condition,waterfront,view,age,lon,lat
0.92,0.92,0.86,0.94,0.44,0.83,0.96,0.9033333333333333,0.8933333333333333,0.9833333333333333
0.95,0.94,0.8033333333333333,0.9333333333333333,0.6766666666666666,0.12333333333333334,0.9433333333333334,0.9566666666666667,0.8866666666666667,0.97
0.9333333333333333,0.9,0.8766666666666667,0.94,0.7366666666666667,0.9233333333333333,0.9333333333333333,0.8866666666666667,0.86,0.9833333333333333
0.9433333333333334,0.9,0.89,0.9666666666666667,0.72,0.89,0.9533333333333334,0.9166666666666666,0.9066666666666666,0.9733333333333334
0.9333333333333333,0.9433333333333334,0.8733333333333333,0.9633333333333334,0.5566666666666666,0.98,0.9566666666666667,0.9,0.9266666666666666,0.9766666666666667
0.9366666666666666,0.9433333333333334,0.8466666666666667,0.9333333333333333,0.76,0.13333333333333333,0.95,0.89,0.8833333333333333,0.9766666666666667
0.94,0.9333333333333333,0.8633333333333333,0.9566666666666667,0.5866666666666667,0.6066666666666667,0.9466666666666667,0.8833333333333333,0.9033333333333333,0.9766666666666667
0.9366666666666666,0.9133333333333333,0.8166666666666667,0.9566666666666667,0.7133333333333334,0.55,0.94,0.93,0.9,0.9833333333333333
0.9633333333333334,0.9466666666666667,0.85,0.9266666666666666,0.7366666666666667,0.9766666666666667,0.94,0.84,0.9,0.97
0.93,0.9133333333333333,0.89,0.9733333333333334,0.7833333333333333,0.98,0.95,0.9166666666666666,0.86,0.99
0.9133333333333333,0.9033333333333333,0.8733333333333333,0.96,0.7366666666666667,0.92,0.9333333333333333,0.8833333333333333,0.9233333333333333,0.9733333333333334
0.9133333333333333,0.9233333333333333,0.8833333333333333,0.9566666666666667,0.6966666666666667,0.9833333333333333,0.9533333333333334,0.91,0.8833333333333333,0.97
0.94,0.9366666666666666,0.89,0.94,0.68,0.97,0.9433333333333334,0.88,0.9266666666666666,0.98
0.9366666666666666,0.9233333333333333,0.8633333333333333,0.94,0.7666666666666667,0.96,0.9266666666666666,0.8966666666666666,0.8966666666666666,0.97
0.9333333333333333,0.95,0.8466666666666667,0.9666666666666667,0.6433333333333333,0.8833333333333333,0.9466666666666667,0.8866666666666667,0.9233333333333333,0.9866666666666667
0.95,0.9466666666666667,0.8533333333333334,0.9133333333333333,0.7933333333333333,0.98,0.9466666666666667,0.8866666666666667,0.8933333333333333,0.98
0.9633333333333334,0.9666666666666667,0.8566666666666667,0.96,0.5766666666666667,0.9766666666666667,0.95,0.8666666666666667,0.9233333333333333,0.9933333333333333
0.9133333333333333,0.92,0.8,0.9433333333333334,0.71,0.43333333333333335,0.9366666666666666,0.8666666666666667,0.9,0.9833333333333333
0.9133333333333333,0.9433333333333334,0.8533333333333334,0.96,0.69,0.89,0.9566666666666667,0.9033333333333333,0.9,0.9666666666666667
0.9533333333333334,0.94,0.87,0.95,0.4766666666666667,0.9,0.94,0.8566666666666667,0.9033333333333333,0.97
0.9433333333333334,0.92,0.84,0.9633333333333334,0.7133333333333334,0.8966666666666666,0.9466666666666667,0.9266666666666666,0.9033333333333333,0.9633333333333334
