id,name,city,lon,lat,date,PM2.5,row_index,col_index,proj_x,proj_y,dem,w10,d10,t2m,sp,tp,blh,e,r,u10,v10,aod_sat,ndvi
1017A,大直沽八号路,天津,117.237,39.1082,20180531,53.62903225806453,2323.0,7006.0,1737780.1380324084,1295015.2827556727,6,1.8025130033493042,180.44894409179688,293.6654052734375,100864.5546875,0.000675976334605366,243.35977172851562,-3.58219986082986e-05,49.46091842651367,-0.01413010898977518,1.8024576902389526,0.6382416486740112,2473
1018A,前进路,天津,117.202,39.0927,20180531,46.21666666666667,2325.0,7000.0,1735514.7479055552,1292556.452844512,7,1.8131294250488281,180.36798095703125,293.6814270019531,100865.4375,0.0006906577036716044,242.8263702392578,-3.5584482247941196e-05,49.27531051635742,-0.011660823598504066,1.8130919933319092,0.6712985634803772,2732
1019A,北辰科技园区,天津,117.1837,39.2133,20180531,49.161290322580655,2306.0,6997.0,1730819.4129383704,1306554.0854461065,4,1.7230091094970703,1.6997828483581543,293.8913269042969,100894.109375,0.0006130876718088984,248.86727905273438,-2.5210334570147097e-05,48.035701751708984,0.051107149571180344,1.7222509384155273,0.6262906193733215,3056
1021A,跃进路,天津,117.307,39.0877,20180531,47.58064516129032,2326.0,7017.0,1743718.470043329,1293821.8519381785,4,1.8203047513961792,181.19325256347656,293.5332946777344,100878.0078125,0.0006876899278722703,240.34495544433594,-3.8361984479706734e-05,50.16752243041992,-0.03790867328643799,1.8199100494384766,0.5767475366592407,2982
1024A,永明路,天津,117.457,38.8394,20180531,42.62903225806452,2366.0,7041.0,1762091.4457384683,1267036.9345306552,3,2.1210594177246094,184.34310913085938,293.05645751953125,100926.265625,0.0009895972907543182,224.37567138671875,-5.2189228881616145e-05,52.154266357421875,-0.16062073409557343,2.11496901512146,0.5704514384269714,3283
1027A,团泊洼,天津,117.157,38.9194,20180531,47.41666666666666,2353.0,6993.0,1736776.7607285145,1271187.8960052915,2,1.9105318784713745,182.30076599121094,293.42340087890625,100930.140625,0.0008361708023585379,229.99049377441406,-3.807573739322834e-05,50.00009536743164,-0.07669539004564285,1.908991813659668,0.582051694393158,3053
1029A,职工医院,石家庄,114.4548,38.0513,20180531,50.193548387096776,2492.0,6561.0,1548715.8370152607,1122720.941225226,80,0.9799668788909912,18.023244857788086,293.44091796875,99439.4296875,0.0009760956163518131,145.20855712890625,-1.574224552314263e-05,56.39167022705078,0.3031960427761078,0.9318837523460388,0.5791389346122742,3434
1030A,高新区,石家庄,114.6046,38.0398,20180531,58.20967741935484,2494.0,6585.0,1560759.8749639106,1123720.5251976768,67,1.0784817934036255,0.4092732071876526,293.7807312011719,99936.375,0.0009055546834133565,175.05235290527344,-1.7718353774398565e-05,54.274559020996094,0.007714829873293638,1.0784542560577393,0.5914620161056519,2622
1031A,西北水源,石家庄,114.5019,38.1398,20180531,58.67241379310346,2478.0,6568.0,1550294.1407386851,1134014.1409644291,75,0.8564847111701965,7.281492710113525,293.58026123046875,99758.234375,0.0009071793174371123,142.52731323242188,-1.5449366401298903e-05,56.130367279052734,0.10855108499526978,0.8495779633522034,0.5959060192108154,3426
1032A,西南高教,石家庄,114.4586111,38.00583333,20180531,47.112903225806456,2499.0,6561.0,1550102.7979398533,1117361.25585124,73,1.031822919845581,20.34044075012207,293.41790771484375,99352.7265625,0.0010060126660391688,149.97901916503906,-1.6042753486544825e-05,56.16354751586914,0.35864901542663574,0.9674861431121826,0.6050997376441956,3484
1033A,世纪公园,石家庄,114.53305559999998,38.01777778,20180531,52.306451612903224,2497.0,6573.0,1555668.2103117423,1119961.434802212,72,1.0391830205917358,10.380499839782715,293.66973876953125,99807.6171875,0.0009592180722393095,161.81956481933594,-1.688683551037684e-05,54.99892044067383,0.18723943829536438,1.0221755504608154,0.6182910799980164,4096
1034A,人民会堂,石家庄,114.5214,38.0524,20180531,53.05,2492.0,6571.0,1553921.371897637,1123903.547914651,78,1.008002758026123,9.976201057434082,293.642822265625,99805.84375,0.0009432737715542316,155.7996826171875,-1.645448719500564e-05,55.34832763671875,0.17462046444416046,0.9927624464035034,0.5802624821662903,2722
1035A,封龙山,石家庄,114.3541,37.9097,20180531,47.37037037037037,2515.0,6545.0,1544172.496295803,1104256.71834455,326,1.1244817972183228,35.88022232055664,292.6658935546875,97984.6640625,0.0011067258892580867,146.37274169921875,-1.5381536286440678e-05,58.07744598388672,0.6590337753295898,0.9111167788505554,0.570124089717865,7612
1036A,供销社,唐山,118.1662,39.6308,20180531,44.548387096774185,2239.0,7155.0,1794193.9797899441,1373720.0724208166,30,1.5837829113006592,181.6364288330078,292.54974365234375,100678.6953125,0.0002893228083848953,209.7637939453125,-1.4295184882939793e-05,50.81452178955078,-0.04522988572716713,1.583137035369873,0.6520656943321228,2838
1037A,雷达站,唐山,118.144,39.643,20180531,36.967741935483865,2237.0,7151.0,1792159.3766959591,1374761.4641271757,30,1.5602483749389648,182.03871154785156,292.60137939453125,100661.1171875,0.00028911588015034795,210.2390899658203,-1.4307160199678037e-05,50.52486038208008,-0.05550067126750946,1.5592608451843262,0.6121969819068909,3050
1038A,物资局,唐山,118.1853,39.6407,20180531,44.41935483870968,2238.0,7158.0,1795363.4933915236,1375242.7118771875,35,1.5791934728622437,181.7021942138672,292.5272216796875,100663.5546875,0.00028601588564924896,209.5079345703125,-1.429465464752866e-05,50.986656188964844,-0.04690791293978691,1.5784966945648193,0.6351107358932495,4499
1039A,陶瓷公司,唐山,118.2185,39.6679,20180531,46.29032258064516,2233.0,7163.0,1797109.8688146814,1379074.4044349259,31,1.5435806512832642,182.20945739746094,292.51287841796875,100611.703125,0.0002757968904916197,209.37843322753906,-1.4375217688211706e-05,51.24502182006836,-0.0595070980489254,1.5424331426620483,0.5754179358482361,2436
1040A,十二中,唐山,118.1838,39.65782,20180531,43.064516129032256,2235.0,7157.0,1794761.4946568122,1377245.0896162903,23,1.551467776298523,182.15147399902344,292.55670166015625,100633.375,0.00028248131275177,209.76437377929688,-1.4322049537440762e-05,50.87631607055664,-0.058241795748472214,1.550374150276184,0.6757453680038452,2700
1041A,小山,唐山,118.1997,39.6295,20180531,49.32258064516129,2239.0,7160.0,1796777.2378540647,1374178.0916289124,33,1.5907188653945923,181.52037048339844,292.50115966796875,100670.578125,0.00028613387257792056,209.244384765625,-1.4277501577453222e-05,51.1264533996582,-0.042202968150377274,1.5901589393615723,0.6020804047584534,3989
1042A,北戴河环保局,秦皇岛,119.5259,39.8283,20180531,23.266666666666666,2208.0,7372.0,1891417.6821072449,1422602.2703801743,3,0.8695554733276367,35.46795654296875,289.6792297363281,101043.609375,0.00011105144949397072,126.02574920654297,-1.2882065675512422e-05,58.447025299072266,0.5045444965362549,0.7082101106643677,0.5735313892364502,3222
1043A,第一关,秦皇岛,119.7624,40.0181,20180531,21.88333333333333,2177.0,7410.0,1903496.8672210225,1449599.4096933184,33,0.7771216630935669,57.85131072998047,289.9511413574219,100386.5625,0.00011289046960882843,149.45127868652344,-3.101441325270571e-05,61.254764556884766,0.6579533219337463,0.41354018449783325,0.5436230897903442,2798
1044A,监测站,秦皇岛,119.6023,39.9567,20180531,38.2258064516129,2187.0,7384.0,1893305.168637002,1439250.0913043136,16,0.5505333542823792,53.699073791503906,289.7630615234375,100062.75,0.00011088299652328715,124.20307922363281,-1.6497466276632622e-05,59.92779541015625,0.4436761140823364,0.32594242691993713,0.5996195673942566,2047
1046A,建设大厦,秦皇岛,119.5369,39.9419,20180531,37.2258064516129,2189.0,7374.0,1888823.6312204087,1436241.9792512425,8,0.5592268705368042,45.55795669555664,289.72943115234375,100113.5625,0.00011272938718320802,117.27164459228516,-1.0891626516240649e-05,59.34916305541992,0.3992558717727661,0.3915729820728302,0.6074397563934326,2653
1047A,环保局,邯郸,114.5129,36.61763,20180531,46.564516129032256,2721.0,6570.0,1587617.0564496485,953010.0447816385,57,0.6345809102058411,187.94851684570312,295.02142333984375,99944.5546875,0.0004854534927289933,248.85476684570312,-1.603833879926242e-05,54.91691970825195,-0.08774935454130173,0.6284846663475037,0.7024873495101929,3086
1048A,东污水处理厂,邯郸,114.5426,36.6164,20180531,38.8,2721.0,6575.0,1590031.0550574411,953344.1355310014,55,0.6875554919242859,192.5353546142578,295.0719909667969,100047.6875,0.0004763413453474641,251.3465118408203,-1.5844951121835038e-05,54.6977653503418,-0.14922407269477844,0.671166718006134,0.623285710811615,3397
1049A,矿院,邯郸,114.5035,36.5776,20180531,54.048387096774185,2728.0,6569.0,1587819.0368633494,948101.7257358053,58,0.6377959847450256,192.67642211914062,295.0424499511719,99944.765625,0.00047868446563370526,252.38082885742188,-1.6382204194087535e-05,55.09861755371094,-0.13995692133903503,0.6222505569458008,0.6817705631256104,3501
